央视频道,#genre#
上海都市,http://www.biaozhun114.com/dl/dl666/gsyd.php?5673
上海外语,http://www.biaozhun114.com/dl/dl666/gsyd.php?6201
欢笑剧场,http://www.biaozhun114.com/dl/dl666/gsyd.php?6203
第一财经,http://www.biaozhun114.com/dl/dl666/gsyd.php?6172
都市剧场,http://www.biaozhun114.com/dl/dl666/gsyd.php?6176
生活时尚,http://www.biaozhun114.com/dl/dl666/gsyd.php?6358
纪实人文,http://www.biaozhun114.com/dl/dl666/gsyd.php?6174
法治天地,http://www.biaozhun114.com/dl/dl666/gsyd.php?5627
游戏风云,http://www.biaozhun114.com/dl/dl666/gsyd.php?6187
哈哈炫动,http://www.biaozhun114.com/dl/dl666/gsyd.php?6618
动漫秀场,http://www.biaozhun114.com/dl/dl666/gsyd.php?6197
东方财经,http://www.biaozhun114.com/dl/dl666/gsyd.php?6602
甘肃都市,http://www.biaozhun114.com/dl/dl666/gsyd.php?6248
甘肃经济,http://www.biaozhun114.com/dl/dl666/gsyd.php?6252
甘肃文化影视,http://www.biaozhun114.com/dl/dl666/gsyd.php?6287
甘肃少儿,http://www.biaozhun114.com/dl/dl666/gsyd.php?6289
甘肃公共应急,http://www.biaozhun114.com/dl/dl666/gsyd.php?6250
兰州新闻综合,http://www.biaozhun114.com/dl/dl666/gsyd.php?6242
兰州生活经济,http://www.biaozhun114.com/dl/dl666/gsyd.php?6285
兰州文旅频道,http://www.biaozhun114.com/dl/dl666/gsyd.php?6597
咪咕综合体育,http://www.biaozhun114.com/dl/dl666/gsyd.php?6504
咪咕精彩足球,http://www.biaozhun114.com/dl/dl666/gsyd.php?6506
咪咕精彩足球,http://www.biaozhun114.com/dl/dl666/gsyd.php?6508

国际频道,#genre#
半岛新闻,http://live-hls-web-aje.getaj.net/AJE/01.m3u8
CNN新闻,https://cnn-cnninternational-1-eu.rakuten.wurl.tv/f93b9a949a4a8651dd5a2f42e3a2b6f9.m3u8
FOX新闻,https://fox-foxnewsnow-samsungus.amagi.tv/playlist720p.m3u8
CNA新闻,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8
BBC美洲,https://bcovlive-a.akamaihd.net/cde8d9416f6d4f1da0a4e8cfde6e8b2c/us-east-1/6240731308001/playlist.m3u8
CBS新闻,https://www.cbsnews.com/common/video/cbsn-ny-prod.m3u8
CBN新闻,https://bcovlive-a.akamaihd.net/re8d9f611ee4a490a9bb59e52db91414d/us-east-1/734546207001/playlist.m3u8
NHK世界,https://nhkwlive-ojp.akamaized.net/hls/live/2003459/nhkwlive-ojp-en/index_4M.m3u8
GB新闻,https://live-gbnews.simplestreamcdn.com/live5/gbnews/bitrate1.isml/manifest.m3u8
CG新闻,https://live.corusdigitaldev.com/groupd/live/49a91e7f-1023-430f-8d66-561055f3d0f7/live.isml/master.m3u8
RT新闻,https://rt-glb.rttv.com/dvr/rtnews/playlist_4500Kb.m3u8
RT纪录,https://rt-rtd.rttv.com/live/rtdoc/playlist_4500Kb.m3u8
金砖中文,http://brics.bonus-tv.ru/cdn/brics/chinese/tracks-v1a1/index.m3u8
TalkTV,https://live-talktv-ssai.simplestreamcdn.com/v1/master/82267e84b9e5053b3fd0ade12cb1a146df74169a/talktv-live/index.m3u8
TRT世界,https://tv-trtworld.live.trt.com.tr/master_1080.m3u8
台湾Plus,https://bcovlive-a.akamaihd.net/rce33d845cb9e42dfa302c7ac345f7858/ap-northeast-1/6282251407001/playlist.m3u8
CGTN新闻,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001024/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CGTN纪录,http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/00000001000000060000000000000528/index.m3u8?IAS
电影频道,#genre#
经典神剧,http://epg.112114.xyz/douyu/3700024
贝爷厅科幻动作经典喜剧,http://epg.112114.xyz/douyu/4332
贝爷影厅经典科幻动作灾难,http://epg.112114.xyz/douyu/252802
女神金极致蓝光,http://epg.112114.xyz/douyu/747764
狄仁杰想听听我的故事吗,http://epg.112114.xyz/douyu/674441
牛叔带你看完大片,http://epg.112114.xyz/douyu/2758565
科幻影视解说连连看,http://epg.112114.xyz/douyu/3508304
最新奇幻电影解说宇宙无敌韩三金,http://epg.112114.xyz/douyu/3194372
电影星爷,https://live.metshop.top/huya/11342412
电影英叔,https://live.metshop.top/huya/11342421
电影发哥,https://live.metshop.top/huya/11342387
电影成龙,https://live.metshop.top/huya/11342386
电影王晶,https://live.metshop.top/huya/11602058
电影沈腾,https://live.metshop.top/huya/11601968
电影黄渤,https://live.metshop.top/huya/11352876
电影强森,https://live.metshop.top/huya/21059581
电影漫威,https://live.metshop.top/huya/11602034
电影宇宙,https://live.metshop.top/huya/11342428
电影怪兽,https://live.metshop.top/huya/21059577
电影武侠,https://live.metshop.top/huya/11342427
电影警匪,https://live.metshop.top/huya/11352886
电影罪犯,https://live.metshop.top/huya/11352962
电影枪战,https://live.metshop.top/huya/21059579
电影海盗,https://live.metshop.top/huya/21059595
电影赛车,https://live.metshop.top/huya/11279247
电影推荐,https://live.metshop.top/huya/11602041
电影救援,https://live.metshop.top/huya/21059594
电影热血,https://live.metshop.top/huya/11352934
电影盗墓,https://live.metshop.top/huya/21059552
电影贺岁,https://live.metshop.top/huya/11601971
电影玄幻,https://live.metshop.top/huya/11342414
电影谍战,https://live.metshop.top/huya/21059585
电影战争,https://live.metshop.top/huya/21059592
电影喜剧,https://live.metshop.top/huya/11352877
电影港片,https://live.metshop.top/huya/11602043
电影国产,https://live.metshop.top/huya/11352973
电影周星星,https://live.metshop.top/huya/11336587
电影李连杰,https://live.metshop.top/huya/11342390
电影洪金宝,https://live.metshop.top/huya/11279251
电影梁家辉,https://live.metshop.top/huya/11342429
电影刘德华,https://live.metshop.top/huya/11342424
电影斯坦森,https://live.metshop.top/huya/21059588
电影小鬼头,https://live.metshop.top/huya/11352963
电影八点档,https://live.metshop.top/huya/880261
电影蜘蛛侠,https://live.metshop.top/huya/21059599
电影贺岁片,https://live.metshop.top/huya/11601986
电影功夫片,https://live.metshop.top/huya/11352941
电影黑帮片,https://live.metshop.top/huya/11336719
电影丧尸片,https://live.metshop.top/huya/21059578
电影灾难片,https://live.metshop.top/huya/11602075
电影谍战片,https://live.metshop.top/huya/21059587
电影战争片,https://live.metshop.top/huya/21059574
电影喜剧专场,https://live.metshop.top/huya/11602044
电影欢笑影院,https://live.metshop.top/huya/11352894
电影不挤影院,https://live.metshop.top/huya/11352897
电影国产悬疑,https://live.metshop.top/huya/11342395
电影快意江湖,https://live.metshop.top/huya/11342435
电影黑帮斗争,https://live.metshop.top/huya/11342419
电影嫣然影厅,https://live.metshop.top/huya/11601977
电影许氏三杰,https://live.metshop.top/huya/11602033
电影经典港片,https://live.metshop.top/huya/11352965
电影镖行天下,https://live.metshop.top/huya/11352969
电影高能反转,https://live.metshop.top/huya/11352887
电影喜乐影院,https://live.metshop.top/huya/21059580
电影蘑菇影厅,https://live.metshop.top/huya/11601981
电影搞笑恐怖,https://live.metshop.top/huya/11601960
电影死神来了,https://live.metshop.top/huya/11352903
电影变形金刚,https://live.metshop.top/huya/21059596
电影怪兽系列,https://live.metshop.top/huya/21059554
剧集老三国,https://live.metshop.top/huya/11602081
剧集新三国,https://live.metshop.top/huya/11352944
剧集新水浒,https://live.metshop.top/huya/11342384
剧集纪晓岚,https://live.metshop.top/huya/11342396
剧集庆余年,https://live.metshop.top/huya/11352960
剧集雍正王朝,https://live.metshop.top/huya/11342439
剧集士兵突击,https://live.metshop.top/huya/11342430
剧集爱情公寓,https://live.metshop.top/huya/11336726
剧集武林外传,https://live.metshop.top/huya/21059598
剧集地下交通站,https://live.metshop.top/huya/11342433
剧集邻里一家亲,https://live.metshop.top/huya/11342426
搞笑陈翔六点半,https://live.metshop.top/huya/11274154
解说鹿哥电影,https://live.metshop.top/huya/24396360
解说斌哥漫说,https://live.metshop.top/huya/18632116
解说续哥说电影,https://live.metshop.top/huya/24396472
解说小川侃电影,https://live.metshop.top/huya/15870999
解说阿良说剧,https://live.metshop.top/huya/20488841
解说鱼丸电影,https://live.metshop.top/huya/16615910
解说阿斗说电影,https://live.metshop.top/huya/13303478
解说扁豆看电影,https://live.metshop.top/huya/16028551
解说乌贼说电影,https://live.metshop.top/huya/16604522
解说大象放映室,https://live.metshop.top/huya/21277391
解说科幻梦工场,https://live.metshop.top/huya/15152155
解说亮哥讲电影,https://live.metshop.top/huya/16144175
解说越哥说电影,https://live.metshop.top/huya/15894162
解说小冉看电影,https://live.metshop.top/huya/17341907
解说阿翔说电影,https://live.metshop.top/huya/16868935
解说虎妞说电影,https://live.metshop.top/huya/20343144
解说涵哥评电影,https://live.metshop.top/huya/16865726
解说老皮讲电影,https://live.metshop.top/huya/16968572
解说默爷侃电影,https://live.metshop.top/huya/17204307
解说冷君说电影,https://live.metshop.top/huya/16739452
解说恐怖电影解说,https://live.metshop.top/huya/16741179
邵氏影院代,http://maomao.kandiantv.cn/douyu1.php?id=4246519
大吉大利代,https://pull.kktv8.com/livekktv/128600025.flv
吃米滴虫原,http://maomao.kandiantv.cn/douyu1.php?id=315457
冰冰经典原,http://maomao.kandiantv.cn/douyu1.php?id=74374
星爷影院代,http://159.75.85.63:35455/douyu/508118
萌小鬼片原,http://maomao.kandiantv.cn/douyu1.php?id=3928
神乐影院1台,https://tc-tc2-interact.douyucdn2.cn/dyliveflv1/85894rmovieChow_900p.m3u8
神乐影院2台,https://tc-tc2-interact.douyucdn2.cn/dyliveflv1a/122402rK7MO9bXSq_900.m3u8
神乐影院原,http://maomao.kandiantv.cn/douyu1.php?id=122402
可乐影院原,http://maomao.kandiantv.cn/douyu1.php?id=20415
小宇帧原,http://maomao.kandiantv.cn/douyu1.php?id=323876
恐怖惊悚原,http://maomao.kandiantv.cn/douyu1.php?id=96577
電影劇場原,http://maomao.kandiantv.cn/douyu1.php?id=7575350
國語電影原,http://maomao.kandiantv.cn/douyu1.php?id=2436390
豆瓣高分原,http://maomao.kandiantv.cn/douyu1.php?id=8770422
花卷陪看原,http://maomao.kandiantv.cn/douyu1.php?id=52787
漫威剧情原,http://maomao.kandiantv.cn/douyu1.php?id=6140589
霍格沃茨原,http://maomao.kandiantv.cn/douyu1.php?id=8814650
鱼宝恐怖原,http://maomao.kandiantv.cn/douyu1.php?id=1165374
鬼片恐怖原,http://maomao.kandiantv.cn/douyu1.php?id=2935323
小鬼片原,http://maomao.kandiantv.cn/douyu1.php?id=96577
菜园惊险原,http://maomao.kandiantv.cn/douyu1.php?id=1735337
吃奶滴虫原,http://maomao.kandiantv.cn/douyu1.php?id=263824
变种人片原,http://maomao.kandiantv.cn/douyu1.php?id=9651304
喜剧电影原,http://maomao.kandiantv.cn/douyu1.php?id=9292492
女神电影原,http://maomao.kandiantv.cn/douyu1.php?id=747764
华语经典原,http://maomao.kandiantv.cn/douyu1.php?id=434971
避风影院原,http://maomao.kandiantv.cn/douyu1.php?id=9826611
星星影院原,http://maomao.kandiantv.cn/douyu1.php?id=315131
欧美大片原,http://maomao.kandiantv.cn/douyu1.php?id=2793084
贝爷影厅原,http://maomao.kandiantv.cn/douyu1.php?id=252802
译制国语原,http://maomao.kandiantv.cn/douyu1.php?id=2436390
绍兴影院另,http://live.shaoxing.com.cn/video/s10001-sxtv3/index.m3u8
🎞️轮播·影视,#genre#
电影_星爷,https://live.metshop.top/huya/11342412
电影_英叔,https://live.metshop.top/huya/11342421
电影_成龙,https://live.metshop.top/huya/11342386
电影_王晶,https://live.metshop.top/huya/11602058
电影_沈腾,https://live.metshop.top/huya/11601968
电影_罪犯,https://live.metshop.top/huya/11352962
电影_推荐,https://live.metshop.top/huya/11602041
电影_玄幻,https://live.metshop.top/huya/11342414
电影_李连杰,https://live.metshop.top/huya/11342390
电影_洪金宝,https://live.metshop.top/huya/11279251
电影_梁家辉,https://live.metshop.top/huya/11342429
电影_刘德华,https://live.metshop.top/huya/11342424
电影_小鬼头,https://live.metshop.top/huya/11352963
电影_黑帮片,https://live.metshop.top/huya/11336719
电影_灾难片,https://live.metshop.top/huya/11602075
电影_古装片,https://live.metshop.top/huya/11336590
电影_高分动作,https://live.metshop.top/huya/11352884
电影_不挤影院,https://live.metshop.top/huya/11352897
电影_经典港片,https://live.metshop.top/huya/11352965
剧集_新三国,https://live.metshop.top/huya/11352944
剧集_庆余年,https://live.metshop.top/huya/11352960
邵氏影院,http://43.138.170.29:35455/douyu/4246519
鬼片恐怖惊悚,http://43.138.170.29:35455/douyu/2935323
恐怖故事,http://43.138.170.29:35455/douyu/2337939
科幻动作,http://43.138.170.29:35455/douyu/4332
怡寳影院,http://43.138.170.29:35455/douyu/434971
神乐影院,http://43.138.170.29:35455/douyu/85894
苹果影院,http://43.138.170.29:35455/douyu/2793084
午夜故事,http://43.138.170.29:35455/douyu/8722254
功夫港片,http://43.138.170.29:35455/douyu/3637765
桃花影院,http://43.138.170.29:35455/douyu/7305938
贝贝影院,http://43.138.170.29:35455/douyu/431460
译制国语,http://43.138.170.29:35455/douyu/2436390
幸运影院,http://43.138.170.29:35455/douyu/7270927
蚂蚱影院,http://43.138.170.29:35455/douyu/6079455
纪录片,http://43.138.170.29:35455/douyu/4360438
贝爷求生,http://43.138.170.29:35455/douyu/454867
野外生存,http://43.138.170.29:35455/douyu/1339207
经典港剧,http://43.138.170.29:35455/douyu/4549169
小宇影院,http://43.138.170.29:35455/douyu/323876
恐怖丧尸鬼片,http://43.138.170.29:35455/douyu/263824
表妹影院,http://43.138.170.29:35455/douyu/5423
荒野建造者,http://43.138.170.29:35455/douyu/9611578
邦德影院,http://43.138.170.29:35455/douyu/9292499
科幻动作灾难,http://43.138.170.29:35455/douyu/248753
可乐影院,http://43.138.170.29:35455/douyu/20415
特辑影院,http://43.138.170.29:35455/douyu/3637778
贝爷影院,http://43.138.170.29:35455/douyu/252802
惊悚影院,http://43.138.170.29:35455/douyu/96577
港式恐怖,http://43.138.170.29:35455/douyu/3637726
吃米滴虫,http://43.138.170.29:35455/douyu/315457
漫威影片,http://43.138.170.29:35455/douyu/6140589
刘德华电影1,http://43.138.170.29:35455/douyu/2516864
喜剧经典,http://43.138.170.29:35455/douyu/9650887
豆瓣高分,http://43.138.170.29:35455/douyu/8770422
林正英电影2,http://43.138.170.29:35455/douyu/7356023
宇哥电影,http://43.138.170.29:35455/douyu/413573
贝爷影厅2,http://43.138.170.29:35455/douyu/36337
霍格影片,http://43.138.170.29:35455/douyu/8814650
冰冰经典电影,http://43.138.170.29:35455/douyu/74374
避风港影院,http://43.138.170.29:35455/douyu/9826611
恐怖经典,http://43.138.170.29:35455/douyu/1165374
华语电影,http://43.138.170.29:35455/douyu/3928
华语动作电影,http://43.138.170.29:35455/douyu/1504768
喜剧电影,http://43.138.170.29:35455/douyu/9292492
带你看大片,http://43.138.170.29:35455/douyu/2758565
海绵与大星,http://43.138.170.29:35455/douyu/2250349
一起看恐怖片,http://43.138.170.29:35455/douyu/9412287
平安夜快乐,http://43.138.170.29:35455/douyu/6863367
片荒的日子,http://43.138.170.29:35455/douyu/4258555
大胡子魏,http://43.138.170.29:35455/douyu/8792763
童年回忆,http://43.138.170.29:35455/douyu/8915074
爆笑解说,http://43.138.170.29:35455/douyu/8317926
爆笑解说,http://43.138.170.29:35455/douyu/2660125
下饭神剧,http://43.138.170.29:35455/douyu/276200
悬疑犯罪,http://43.138.170.29:35455/douyu/9171887
看经典,http://43.138.170.29:35455/douyu/7314294
不一样的电影,http://43.138.170.29:35455/douyu/2632223
科幻影视解说,http://43.138.170.29:35455/douyu/3508304
开心锤锤,http://43.138.170.29:35455/douyu/9018297
热血动漫,http://43.138.170.29:35455/douyu/206858
凛冬之地,http://43.138.170.29:35455/douyu/8945323
高分影视,http://43.138.170.29:35455/douyu/1735337
看美剧,http://43.138.170.29:35455/douyu/8869614
动漫直播,http://43.138.170.29:35455/douyu/1487654
神乐影片1,http://43.138.170.29:35455/douyu/122402
周星驰电影,http://43.138.170.29:35455/douyu/3990812
刘德华电影2,http://43.138.170.29:35455/douyu/8985415
女神金电影,http://43.138.170.29:35455/douyu/747764
林林影院,http://43.138.170.29:35455/douyu/9652323
漫威电影,http://43.138.170.29:35455/douyu/4282654
怀旧90,http://43.138.170.29:35455/douyu/9275635
高帧影片,http://43.138.170.29:35455/douyu/6763930
米娅电影,http://43.138.170.29:35455/douyu/6537888
小九电影,http://43.138.170.29:35455/douyu/7136517
【RM-点播】点播!模式-24H欢乐不断,http://43.138.170.29:35455/douyu/131977
【RM-轮播】轮播!模式-24H欢乐不断,http://43.138.170.29:35455/douyu/7298973
【回首往事】仨房间画面同步显示,http://43.138.170.29:35455/douyu/1569773
大星与海绵方块,http://43.138.170.29:35455/douyu/3949681
美味!蟹黄堡,http://43.138.170.29:35455/douyu/8762358
【猫和老鼠】汤姆和杰瑞童年回忆,http://43.138.170.29:35455/douyu/7888428
【柯南】外表看似小孩智慧却过于常人,http://43.138.170.29:35455/douyu/6484910
江户川柯南是一个蒸蛋。,http://43.138.170.29:35455/douyu/5377297
万年如一柯播南各位给点电费吧,http://43.138.170.29:35455/douyu/1783144
【三笠】根本不存在解不开的迷!,http://43.138.170.29:35455/douyu/7050342
【超级赛亚人】悟吉塔,http://43.138.170.29:35455/douyu/7190773
草帽丶海贼团的直播间,http://43.138.170.29:35455/douyu/997925
【Hunter】动漫热血老贼冒险,http://43.138.170.29:35455/douyu/6610883
【童年往事】仨房间画面同步显示点播,http://43.138.170.29:35455/douyu/7256376
妖精的直播间,http://43.138.170.29:35455/douyu/5960746
【动漫】超燃怀旧经典,http://43.138.170.29:35455/douyu/1174353
【动画电影】童年回忆,http://43.138.170.29:35455/douyu/10395973
【星星动画】童年热血搞笑爱情,http://43.138.170.29:35455/douyu/4369939
【追忆】国语超清动画电影,http://43.138.170.29:35455/douyu/6449849
【动漫】24小时不间断动漫专场,http://43.138.170.29:35455/douyu/7493575
【动漫】记录你的王者峡谷生活~,http://43.138.170.29:35455/douyu/9360149
【小叮当】童年经典动画片,http://43.138.170.29:35455/douyu/9445279
中二日记搞笑日常更新,http://43.138.170.29:35455/douyu/9505575
动漫推荐官方直播间,http://43.138.170.29:35455/douyu/5187099
【经典动漫】9455567,http://43.138.170.29:35455/douyu/9455567
笑出腹肌动漫0,http://43.138.170.29:35455/douyu/8380708
【神剧】经典神剧,http://43.138.170.29:35455/douyu/3700024
【西游】由爱故生怨怨恨交缠那又何苦,http://43.138.170.29:35455/douyu/9518204

🎞️轮播·虎牙,#genre#
虎牙-周星星,http://43.138.170.29:35455/huya/24470631
虎牙-林正英,http://43.138.170.29:35455/huya/11342421
虎牙-沈腾,http://43.138.170.29:35455/huya/11601968
虎牙-猫和老鼠,http://43.138.170.29:35455/huya/11352879
虎牙-成龙,http://43.138.170.29:35455/huya/11342386
虎牙-李连杰,http://43.138.170.29:35455/huya/11342390
虎牙-王晶,http://43.138.170.29:35455/huya/11602058
虎牙-杰森·斯坦森,http://43.138.170.29:35455/huya/21059588
虎牙-甄子丹,http://43.138.170.29:35455/huya/11352935
虎牙-巨石强森,http://43.138.170.29:35455/huya/21059581
虎牙-洪金宝,http://43.138.170.29:35455/huya/11279251
虎牙-詹姆斯邦德,http://43.138.170.29:35455/huya/21059585
虎牙-周润发,http://43.138.170.29:35455/huya/11342387
虎牙-徐峥,http://43.138.170.29:35455/huya/11602043
虎牙-黄渤,http://43.138.170.29:35455/huya/11352876
虎牙-电锯惊魂系列,http://43.138.170.29:35455/huya/11352903
虎牙-搞笑僵尸片,http://43.138.170.29:35455/huya/11352963
虎牙-国产青春,http://43.138.170.29:35455/huya/11602075
虎牙-红海行动,http://43.138.170.29:35455/huya/11601986
虎牙-极限挑战],http://43.138.170.29:35455/huya/11352914
虎牙-金庸电影,http://43.138.170.29:35455/huya/11352897
虎牙-经典高智商,http://43.138.170.29:35455/huya/11352962
虎牙-警匪,http://43.138.170.29:35455/huya/11352886
虎牙-麻雀,http://43.138.170.29:35455/huya/11352881
虎牙-命案十三宗,http://43.138.170.29:35455/huya/11601981
虎牙-欧美电影,http://43.138.170.29:35455/huya/11352880
虎牙-孙悟空,http://43.138.170.29:35455/huya/11342395
虎牙-天龙八部,http://43.138.170.29:35455/huya/11602041
虎牙-歪果仁动作,http://43.138.170.29:35455/huya/21059552
虎牙-杨门女将,http://43.138.170.29:35455/huya/11336590
虎牙-医馆笑传,http://43.138.170.29:35455/huya/11352891
虎牙-中国功夫,http://43.138.170.29:35455/huya/11352941
虎牙-捉妖记,http://43.138.170.29:35455/huya/11342414

🎞️轮播·斗鱼,#genre#
斗鱼电影1,http://epg.112114.xyz/douyu/2935323
斗鱼电影10,http://epg.112114.xyz/douyu/8475821
斗鱼电影11,http://epg.112114.xyz/douyu/338759
斗鱼电影12,http://epg.112114.xyz/douyu/2793084
斗鱼电影13,http://epg.112114.xyz/douyu/5067952
斗鱼电影14,http://epg.112114.xyz/douyu/413573
斗鱼电影15,http://epg.112114.xyz/douyu/5033502
斗鱼电影16,http://epg.112114.xyz/douyu/426517
斗鱼电影17,http://epg.112114.xyz/douyu/1274132
斗鱼电影19,http://epg.112114.xyz/douyu/6582435
斗鱼电影2,http://epg.112114.xyz/douyu/7459925
斗鱼电影20,http://epg.112114.xyz/douyu/323876
斗鱼电影3,http://epg.112114.xyz/douyu/431460
斗鱼电影4,http://epg.112114.xyz/douyu/4246519
